GF_ID,Year_approx,Year_exact,Month,Day,Lake_name,Glacier_name,GL_ID,LakeDB_ID,G_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Impact_type,Lake_type,Transboundary,Repeat,Region_RGI,Region_HiMAP,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Area,Volume,Discharge_water,Discharge_solid,Impact,Lives_total,Lives_male,Lives_female,Lives_disabilities,Injured_total,Injured_male,Injured_female,Injured_disabilities,Displaced_total,Displaced_male,Displaced_female,Displaced_disabilities,Livestock,Residential_destroyed,Commerical_destroyed,Residential_damaged,Commerical_damaged,Infra,Agricultural,Hydropower,Econ_damage,Sat_evidence,Ref_scientific,Ref_scientific_full,Ref_other,Remarks,year_best,year_precision,event_date,Lives_total_note,Lives_total_is_minimum,Livestock_note,Livestock_is_minimum,Residential_destroyed_note,Residential_destroyed_is_minimum,Commerical_destroyed_note,Commerical_destroyed_is_minimum,Residential_damaged_note,Commerical_damaged_note,Agricultural_note,Agricultural_is_minimum,Hydropower_note,Lake_name_is_placeholder,Glacier_name_is_placeholder,Driver_GLOF_terms,Driver_GLOF_n,Mechanism_terms,Mechanism_n
32,1890,1890,,,Unknown,Biafo,GL075907E35687N,"2, 4",G075593E36006N,35.687,75.907,3059,,,,,Supraglacial,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Shigar,Glacier advance,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Hewitt and Liu, 2010)","Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528",,,1890.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
33,1892,1892,,,Unknown,Bualtar,Ephemeral,,G074697E36096N,36.176,74.761,2918,,,,,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Glacier advance,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Conway, 1897; Bazai et al., 2021)","Conway, W.M., 1897. Formation of a Lake in Nagar. The Geographical Journal; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",,"Hoper/Bualtar glacier in Nagar has advanced and dammed the Hispar river, forming a lake in the deep and narrow gorge below the foot of the Hispar Glacier. The length of the lake was 4 miles.",1892.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
34,1892,1892,6.0,,Kyagar,Kyagar,GL077181E35675N,"2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450.0,Observation,Ice dammed,N,Y,14_2,9,China,Xinjiang,Yarkant,Surging glacier,Unknown,Unknown,,,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,"(Zhang et al., 1990; Zhang, 1992)","Zhang, X., Li, N., You, X., Wang, W., 1990. The Researches of Glacier Lake Outburst Floods of the Yarkant River in Xinjiang. Science in China Series B-Chemistry, Life Sciences & Earth Sciences 33 (8), 1014–1024; Zhang, X., 1992. Investigation of glacier bursts of the Yarkant River in Xinjiang, China. Annals of Glaciology 16, 135–139. https://doi.org/10.3189/1992AoG16-1-135-139",,"Unclear which of the glaciers in upper Shaksgam caused the flood, coordinates given are for Kyagar. Peak discharge measured at Kaqun",1892.0,exact,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
35,1893,1893,7.0,6.0,Karambar,Karambar,GL074079E36622N,"2, 4",G074224E36616N,36.6214,74.07906,2935,35.926146,74.266804,1470.0,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,Two bridges at Gilgit destroyed,,,,,"(Iturrizaga, 2005a)","Iturrizaga, L., 2005a. Historical glacier-dammed lakes and outburst floods in the Karambar valley (Hindukush-Karakoram). GeoJournal 63, 1–47. https://doi.org/10.1007/s10708-005-2395-x",,"Water rise at 11.20 p.m. on 6th July, reached 23 feet above high-flood level at Gilgit, subside at 3 a.m. on 7th July",1893.0,exact,1893-07-06,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
36,1893,1893,7.0,,Khurdopin,Khurdopin,Ephemeral,,G075438E36192N,36.344239,75.474953,3482,36.308712,74.662465,2077.0,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,Damage to lands at Altit,,,,,"(Mason, 1929a; Kreutzmann, 1994)","Mason, K., 1929a. Indus floods and Shyok glaciers. Himalayan Journal 1, 10–29; Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356",,,1893.0,exact,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Subglacial tunnel'],1
37,1894,1894,,,Hassanabad,Hassanabad,Ephemeral,,G074506E36437N,36.390545,74.50831,3370,36.292804,74.603839,2060.0,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Hewitt and Liu, 2010)","Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528",,,1894.0,exact,,,False,,False,Damage at Hassanabad and Aliabad villages,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
38,1895,1895,6.0,,Karambar,Karambar,GL074079E36622N,"2, 4",G074224E36616N,36.6214,74.07906,2935,,,,,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kreutzmann, 1994; Iturrizaga, 2005a)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356; Iturrizaga, L., 2005a. Historical glacier-dammed lakes and outburst floods in the Karambar valley (Hindukush-Karakoram). GeoJournal 63, 1–47. https://doi.org/10.1007/s10708-005-2395-x",,,1895.0,exact,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
39,1895,1895,,,Unknown,Tarshing,Ephemeral,,G074689E35277N,35.232,74.722,2940,,,,,Unknown,N,Y,14_3,10,Pakistan,Gilgit - Baltistan,Indus,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Collie, 1902; Bazai et al., 2021)","Collie, N., 1902. Climbing on the Himalaya and other mountain ranges. D. Douglas, Edinburgh; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",,"During 1895 the Tashing Glacier again had possibly blocked the valley to a height of at least 200 feet but the Rupal stream flowed underneath the ice. Speculation that is the conduit was blocked in anyway, a huge lake must form behind the glacier",1895.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
40,1895,1895,,,Unknown,Biafo,GL075907E35687N,"2, 4",G075593E36006N,35.687,75.907,3060,,,,,Supraglacial,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Shigar,Glacier advance,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(McCormick, 1895; Bazai et al., 2021)","McCormick, A.D., 1895. An artist in the Himalayas. Macmillan, New York; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",,,1895.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
41,1897,1897,6.0,,Kyagar,Kyagar,GL077181E35675N,"2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450.0,Observation,Ice dammed,N,Y,14_2,9,China,Xinjiang,Yarkant,Surging glacier,Unknown,Unknown,,,5120.0,,,,,,,,,,,,,,,,,,,,,,,,,"(Zhang et al., 1990; Zhang, 1992)","Zhang, X., Li, N., You, X., Wang, W., 1990. The Researches of Glacier Lake Outburst Floods of the Yarkant River in Xinjiang. Science in China Series B-Chemistry, Life Sciences & Earth Sciences 33 (8), 1014–1024; Zhang, X., 1992. Investigation of glacier bursts of the Yarkant River in Xinjiang, China. Annals of Glaciology 16, 135–139. https://doi.org/10.3189/1992AoG16-1-135-139",,"Unclear which of the glaciers in upper Shaksgam caused the flood, coordinates given are for Kyagar. Peak discharge measured at Kaqun",1897.0,exact,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
42,1898,1898,7.0,,Unknown,Aktash,Ephemeral,,G077667E35058N,35.102,77.774,4581,,,,,Ice dammed,Y,Y,14_2,9,India,Jammu and Kashmir,Shyok,Surging glacier,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Longstaff, 1910; Hewitt and Liu, 2010; Bazai et al., 2021)","Longstaff, T.G., 1910. Glacier Exploration in the Eastern Karakoram. The Geographical Journal 35, 622–653. https://doi.org/10.2307/1777235; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",,Large flood in July 1898 with minor erosion - no major destruction,1898.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
43,1899,1899,,,Hassanabad,Hassanabad,Ephemeral,,G074506E36437N,36.390545,74.50831,3370,36.292162,74.609227,2030.0,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kreutzmann, 1994; Hewitt and Liu, 2010)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528",,,1899.0,exact,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
44,1900,1900,,,Hassanabad,Hassanabad,Ephemeral,,G074506E36437N,36.390545,74.50831,3370,36.239538,74.413711,1830.0,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,Irrigation canal,,,,,"(Kreutzmann, 1994)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356",,"Damage only reported in Nilt, further downstream from Hassanabad; likely coming from Hassnabad glacier considering the GLOFs in 1899 and 1901",1900.0,exact,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
45,1901,1901,,,Khurdopin,Khurdopin,Ephemeral,,G075438E36192N,36.344239,75.474953,3482,36.308712,74.662465,2077.0,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,"Breaking of a dam, bridge at Ganesh destroyed",,,,,"(Kreutzmann, 1994)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356",,,1901.0,exact,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Subglacial tunnel'],1
46,1902,1902,,,Hassanabad,Hassanabad,Ephemeral,,G074506E36437N,36.390545,74.50831,3370,36.292162,74.609227,2030.0,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bridge destroyed,,,,,"(Kreutzmann, 1994; Hewitt and Liu, 2010)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528",,,1902.0,exact,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
47,1902,1902,,,Unknown,Kuturgansuu,Ephemeral,,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170.0,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,Chuy,Alamedin,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-Cánovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50–59. https://doi.org/10.1016/j.gloplacha.2019.03.003",,,1902.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
48,1902,1902,8.0,21.0,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,,,,,Ice dammed,N,Y,13_3,3,Kyrgyzstan,Issyk-Kul,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171–179.",,,1902.0,exact,1902-08-21,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Subglacial tunnel'],1
49,1903,1903,,,Hassanabad,Hassanabad,Ephemeral,,G074506E36437N,36.390545,74.50831,3370,36.292162,74.609227,2030.0,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,Irrigation canal,,,,,"(Kreutzmann, 1994; Hewitt and Liu, 2010)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528",,,1903.0,exact,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
50,1903,1903,,,Unknown,Kichik Kumden,Ephemeral,,G077662E35097N,35.128,77.763,4613,,,,,Ice dammed,Y,Y,14_2,9,India,Jammu and Kashmir,Shyok,Surging glacier,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Longstaff, 1910; Hedin, 1917; Bazai et al., 2021)","Longstaff, T.G., 1910. Glacier Exploration in the Eastern Karakoram. The Geographical Journal 35, 622–653. https://doi.org/10.2307/1777235; Hedin, S., 1917. Southern Tibet. Stockholm; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",,"Longstaff reported that during 1903 a bad flood occurred, which Oliver (British Joint Commissioner for Ladakh) attributed to the bursting of the Kichik Kumdan dam.",1903.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
51,1904,1904,,,Karambar,Karambar,GL074079E36622N,"2, 4",G074224E36616N,36.6214,74.07906,2935,,,,,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Bazai et al., 2021)","Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",,,1904.0,exact,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
52,1904,1904,,,Hassanabad,Hassanabad,Ephemeral,,G074506E36437N,36.390545,74.50831,3370,36.292162,74.609227,2030.0,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,Irrigation canal,,,,,"(Kreutzmann, 1994; Hewitt and Liu, 2010)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528",,,1904.0,exact,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
53,1904,1904,,,Unknown,Kuturgansuu,Ephemeral,,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170.0,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,Chuy,Alamedin,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-Cánovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50–59. https://doi.org/10.1016/j.gloplacha.2019.03.003",,,1904.0,exact,,,False,,False,,False,,False,,,,False,,True,False,['Unknown'],1,['Unknown'],1
54,1904,1904,,,Khurdopin,Khurdopin,Ephemeral,,G075438E36192N,36.344239,75.474953,3482,36.439939,75.311226,3062.0,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,Damage to terraces at Shimshal after emptying of two-year old lake (1902),,,,,"(Hewitt and Liu, 2010)","Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528",,,1904.0,exact,,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Subglacial tunnel'],1
55,1905,1905,,,Sokhter Rabot,Unnamed,Ephemeral,,G073933E36797N,36.7946,73.99494,3595,,,,,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,Considerable damage to villages along the river banks above Gilgit,,,,,"(Kreutzmann, 1994; Iturrizaga, 2005a)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356; Iturrizaga, L., 2005a. Historical glacier-dammed lakes and outburst floods in the Karambar valley (Hindukush-Karakoram). GeoJournal 63, 1–47. https://doi.org/10.1007/s10708-005-2395-x",,,1905.0,exact,,,False,,False,,False,,False,,,,False,,False,True,['Unknown'],1,['Unknown'],1
56,1905,1905,6.0,17.0,Karambar,Karambar,GL074079E36622N,"2, 4",G074224E36616N,36.6214,74.07906,2935,35.926146,74.266804,1470.0,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Todd, 1930; Iturrizaga, 2005a)","Todd, H.J., 1930. Correspondence: Gilgit and Hunza River Floods. Himalayan Journal 2; Iturrizaga, L., 2005a. Historical glacier-dammed lakes and outburst floods in the Karambar valley (Hindukush-Karakoram). GeoJournal 63, 1–47. https://doi.org/10.1007/s10708-005-2395-x",,"Glacier dam broke at midnight 17/18th June, flood arrived at Gilgit at 8.30 am, 20 feet, above high-flood level",1905.0,exact,1905-06-17,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Unknown'],1
57,1905,1905,,,Unnamed,Dubani,Not mapped,,G074629E35951N,35.93,74.609,4121,,,,,Supraglacial,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(This study; Ashraf et al., 2015)","Ashraf, A., Naz, R., Mustafa, N., Iqbal, M.B., Ahmad, B., Jawad, A., Ahmad. I., 2015. Updating GLOF Lake Inventory of Northern Pakistan and Establishment of Community Based Early Warning System in Bagrot and Bondo Gol Valleys. Technical Report. Islamabad, Pakistan: Pakistan Agricultural Research Council (PARC).",,On 11th December 2012 a community exchange documented this event. A huge damage occurred to natural forest as well as the settlements of Villages Taisote and Massingot.,1905.0,exact,,,False,,False,+,True,,False,,,+,True,,True,False,['Unknown'],1,['Unknown'],1
58,1905,1905,8.0,2.0,Khurdopin,Khurdopin,Ephemeral,,G075438E36192N,36.344239,75.474953,3482,36.236059,74.306433,1743.0,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,7.0,,,,"Bridge, road",,,,,"(Neve, 1913; Todd, 1930; Kreutzmann, 1994)","Neve, A., 1913. Thirty Years in Kashmir. Edward Arnold, London; Todd, H.J., 1930. Correspondence: Gilgit and Hunza River Floods. Himalayan Journal 2; Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356",,Damage to Chalt Bridge and Gilgit-Chalt; track destroyed; loss of fields at Pasu and Shimshal; damage of 7 houses at Shamets and to Hunza Nager bridge at Ganesh,1905.0,exact,1905-08-02,,False,,False,,False,,False,,,,False,,False,False,['Unknown'],1,['Subglacial tunnel'],1
